REF_DATE,GEO,DGUID,Indicator,Type of use,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VALUE
2005,Canada,2016A000011124,Inventories,Non-medical use,Dollars,81,millions,6,0
2005,Canada,2016A000011124,Gross domestic product (GDP),Medical use,Dollars,81,millions,6,0
2005,Canada,2016A000011124,Gross domestic product (GDP),Non-medical use,Dollars,81,millions,6,4544
2006,Canada,2016A000011124,Total supply,Medical use,Dollars,81,millions,6,2
2006,Canada,2016A000011124,Total supply,Non-medical use,Dollars,81,millions,6,6504
2006,Canada,2016A000011124,Domestic production,Medical use,Dollars,81,millions,6,2
2006,Canada,2016A000011124,Domestic production,Non-medical use,Dollars,81,millions,6,4511
2006,Canada,2016A000011124,Domestic market production,Medical use,Dollars,81,millions,6,0
2006,Canada,2016A000011124,Domestic market production,Non-medical use,Dollars,81,millions,6,4447
2006,Canada,2016A000011124,Domestic own-use production,Medical use,Dollars,81,millions,6,2
2006,Canada,2016A000011124,Domestic own-use production,Non-medical use,Dollars,81,millions,6,64
2006,Canada,2016A000011124,Illegal purchases from abroad,Medical use,Dollars,81,millions,6,0
2006,Canada,2016A000011124,Illegal purchases from abroad,Non-medical use,Dollars,81,millions,6,370
2006,Canada,2016A000011124,Dealer margin,Medical use,Dollars,81,millions,6,0
2006,Canada,2016A000011124,Dealer margin,Non-medical use,Dollars,81,millions,6,1624
2006,Canada,2016A000011124,Total use,Medical use,Dollars,81,millions,6,2
2006,Canada,2016A000011124,Total use,Non-medical use,Dollars,81,millions,6,6504
2006,Canada,2016A000011124,Household final consumption expenditures,Medical use,Dollars,81,millions,6,2
2006,Canada,2016A000011124,Household final consumption expenditures,Non-medical use,Dollars,81,millions,6,5527
2006,Canada,2016A000011124,Illegal sales abroad,Medical use,Dollars,81,millions,6,0
2006,Canada,2016A000011124,Illegal sales abroad,Non-medical use,Dollars,81,millions,6,977
2006,Canada,2016A000011124,Inventories,Medical use,Dollars,81,millions,6,0
2006,Canada,2016A000011124,Inventories,Non-medical use,Dollars,81,millions,6,0
2006,Canada,2016A000011124,Gross domestic product (GDP),Medical use,Dollars,81,millions,6,0
2006,Canada,2016A000011124,Gross domestic product (GDP),Non-medical use,Dollars,81,millions,6,4367
2007,Canada,2016A000011124,Total supply,Medical use,Dollars,81,millions,6,2
2007,Canada,2016A000011124,Total supply,Non-medical use,Dollars,81,millions,6,6146
2007,Canada,2016A000011124,Domestic production,Medical use,Dollars,81,millions,6,2
2007,Canada,2016A000011124,Domestic production,Non-medical use,Dollars,81,millions,6,4263
2007,Canada,2016A000011124,Domestic market production,Medical use,Dollars,81,millions,6,0
2007,Canada,2016A000011124,Domestic market production,Non-medical use,Dollars,81,millions,6,4202
2007,Canada,2016A000011124,Domestic own-use production,Medical use,Dollars,81,millions,6,2
2007,Canada,2016A000011124,Domestic own-use production,Non-medical use,Dollars,81,millions,6,60
2007,Canada,2016A000011124,Illegal purchases from abroad,Medical use,Dollars,81,millions,6,0
2007,Canada,2016A000011124,Illegal purchases from abroad,Non-medical use,Dollars,81,millions,6,349
2007,Canada,2016A000011124,Dealer margin,Medical use,Dollars,81,millions,6,0
2007,Canada,2016A000011124,Dealer margin,Non-medical use,Dollars,81,millions,6,1535
2007,Canada,2016A000011124,Total use,Medical use,Dollars,81,millions,6,2
2007,Canada,2016A000011124,Total use,Non-medical use,Dollars,81,millions,6,6146
2007,Canada,2016A000011124,Household final consumption expenditures,Medical use,Dollars,81,millions,6,2
2007,Canada,2016A000011124,Household final consumption expenditures,Non-medical use,Dollars,81,millions,6,5221
2007,Canada,2016A000011124,Illegal sales abroad,Medical use,Dollars,81,millions,6,0
2007,Canada,2016A000011124,Illegal sales abroad,Non-medical use,Dollars,81,millions,6,924
2007,Canada,2016A000011124,Inventories,Medical use,Dollars,81,millions,6,0
2007,Canada,2016A000011124,Inventories,Non-medical use,Dollars,81,millions,6,0
2007,Canada,2016A000011124,Gross domestic product (GDP),Medical use,Dollars,81,millions,6,0
2007,Canada,2016A000011124,Gross domestic product (GDP),Non-medical use,Dollars,81,millions,6,4127
2008,Canada,2016A000011124,Total supply,Medical use,Dollars,81,millions,6,3
2008,Canada,2016A000011124,Total supply,Non-medical use,Dollars,81,millions,6,6132
2008,Canada,2016A000011124,Domestic production,Medical use,Dollars,81,millions,6,3
2008,Canada,2016A000011124,Domestic production,Non-medical use,Dollars,81,millions,6,4252
2008,Canada,2016A000011124,Domestic market production,Medical use,Dollars,81,millions,6,0
2008,Canada,2016A000011124,Domestic market production,Non-medical use,Dollars,81,millions,6,4192
2008,Canada,2016A000011124,Domestic own-use production,Medical use,Dollars,81,millions,6,3
2008,Canada,2016A000011124,Domestic own-use production,Non-medical use,Dollars,81,millions,6,61
2008,Canada,2016A000011124,Illegal purchases from abroad,Medical use,Dollars,81,millions,6,0
2008,Canada,2016A000011124,Illegal purchases from abroad,Non-medical use,Dollars,81,millions,6,348
2008,Canada,2016A000011124,Dealer margin,Medical use,Dollars,81,millions,6,0
2008,Canada,2016A000011124,Dealer margin,Non-medical use,Dollars,81,millions,6,1531
2008,Canada,2016A000011124,Total use,Medical use,Dollars,81,millions,6,3
2008,Canada,2016A000011124,Total use,Non-medical use,Dollars,81,millions,6,6132
2008,Canada,2016A000011124,Household final consumption expenditures,Medical use,Dollars,81,millions,6,3
2008,Canada,2016A000011124,Household final consumption expenditures,Non-medical use,Dollars,81,millions,6,5209
2008,Canada,2016A000011124,Illegal sales abroad,Medical use,Dollars,81,millions,6,0
2008,Canada,2016A000011124,Illegal sales abroad,Non-medical use,Dollars,81,millions,6,923
2008,Canada,2016A000011124,Inventories,Medical use,Dollars,81,millions,6,0
2008,Canada,2016A000011124,Inventories,Non-medical use,Dollars,81,millions,6,0
2008,Canada,2016A000011124,Gross domestic product (GDP),Medical use,Dollars,81,millions,6,1
2008,Canada,2016A000011124,Gross domestic product (GDP),Non-medical use,Dollars,81,millions,6,4117
2009,Canada,2016A000011124,Total supply,Medical use,Dollars,81,millions,6,4
2009,Canada,2016A000011124,Total supply,Non-medical use,Dollars,81,millions,6,5909
2009,Canada,2016A000011124,Domestic production,Medical use,Dollars,81,millions,6,4
2009,Canada,2016A000011124,Domestic production,Non-medical use,Dollars,81,millions,6,4099
2009,Canada,2016A000011124,Domestic market production,Medical use,Dollars,81,millions,6,1
2009,Canada,2016A000011124,Domestic market production,Non-medical use,Dollars,81,millions,6,4040
2009,Canada,2016A000011124,Domestic own-use production,Medical use,Dollars,81,millions,6,4
2009,Canada,2016A000011124,Domestic own-use production,Non-medical use,Dollars,81,millions,6,59
2009,Canada,2016A000011124,Illegal purchases from abroad,Medical use,Dollars,81,millions,6,0
2009,Canada,2016A000011124,Illegal purchases from abroad,Non-medical use,Dollars,81,millions,6,335
2009,Canada,2016A000011124,Dealer margin,Medical use,Dollars,81,millions,6,0
2009,Canada,2016A000011124,Dealer margin,Non-medical use,Dollars,81,millions,6,1476
2009,Canada,2016A000011124,Total use,Medical use,Dollars,81,millions,6,4
2009,Canada,2016A000011124,Total use,Non-medical use,Dollars,81,millions,6,5909
2009,Canada,2016A000011124,Household final consumption expenditures,Medical use,Dollars,81,millions,6,4
2009,Canada,2016A000011124,Household final consumption expenditures,Non-medical use,Dollars,81,millions,6,5019
2009,Canada,2016A000011124,Illegal sales abroad,Medical use,Dollars,81,millions,6,0
2009,Canada,2016A000011124,Illegal sales abroad,Non-medical use,Dollars,81,millions,6,890
2009,Canada,2016A000011124,Inventories,Medical use,Dollars,81,millions,6,0
2009,Canada,2016A000011124,Inventories,Non-medical use,Dollars,81,millions,6,0
2009,Canada,2016A000011124,Gross domestic product (GDP),Medical use,Dollars,81,millions,6,1
2009,Canada,2016A000011124,Gross domestic product (GDP),Non-medical use,Dollars,81,millions,6,3968
2010,Canada,2016A000011124,Total supply,Medical use,Dollars,81,millions,6,6
2010,Canada,2016A000011124,Total supply,Non-medical use,Dollars,81,millions,6,5871
2010,Canada,2016A000011124,Domestic production,Medical use,Dollars,81,millions,6,6
2010,Canada,2016A000011124,Domestic production,Non-medical use,Dollars,81,millions,6,4071
2010,Canada,2016A000011124,Domestic market production,Medical use,Dollars,81,millions,6,1
2010,Canada,2016A000011124,Domestic market production,Non-medical use,Dollars,81,millions,6,4012
2010,Canada,2016A000011124,Domestic own-use production,Medical use,Dollars,81,millions,6,5
2010,Canada,2016A000011124,Domestic own-use production,Non-medical use,Dollars,81,millions,6,59
2010,Canada,2016A000011124,Illegal purchases from abroad,Medical use,Dollars,81,millions,6,0
2010,Canada,2016A000011124,Illegal purchases from abroad,Non-medical use,Dollars,81,millions,6,333
2010,Canada,2016A000011124,Dealer margin,Medical use,Dollars,81,millions,6,0
2010,Canada,2016A000011124,Dealer margin,Non-medical use,Dollars,81,millions,6,1466
2010,Canada,2016A000011124,Total use,Medical use,Dollars,81,millions,6,6
2010,Canada,2016A000011124,Total use,Non-medical use,Dollars,81,millions,6,5871
2010,Canada,2016A000011124,Household final consumption expenditures,Medical use,Dollars,81,millions,6,6
2010,Canada,2016A000011124,Household final consumption expenditures,Non-medical use,Dollars,81,millions,6,4986
2010,Canada,2016A000011124,Illegal sales abroad,Medical use,Dollars,81,millions,6,0
2010,Canada,2016A000011124,Illegal sales abroad,Non-medical use,Dollars,81,millions,6,885
2010,Canada,2016A000011124,Inventories,Medical use,Dollars,81,millions,6,0
2010,Canada,2016A000011124,Inventories,Non-medical use,Dollars,81,millions,6,0
2010,Canada,2016A000011124,Gross domestic product (GDP),Medical use,Dollars,81,millions,6,1
2010,Canada,2016A000011124,Gross domestic product (GDP),Non-medical use,Dollars,81,millions,6,3915
2011,Canada,2016A000011124,Total supply,Medical use,Dollars,81,millions,6,9
2011,Canada,2016A000011124,Total supply,Non-medical use,Dollars,81,millions,6,6188
2011,Canada,2016A000011124,Domestic production,Medical use,Dollars,81,millions,6,8
2011,Canada,2016A000011124,Domestic production,Non-medical use,Dollars,81,millions,6,4293
2011,Canada,2016A000011124,Domestic market production,Medical use,Dollars,81,millions,6,1
2011,Canada,2016A000011124,Domestic market production,Non-medical use,Dollars,81,millions,6,4229
2011,Canada,2016A000011124,Domestic own-use production,Medical use,Dollars,81,millions,6,7
2011,Canada,2016A000011124,Domestic own-use production,Non-medical use,Dollars,81,millions,6,64
2011,Canada,2016A000011124,Illegal purchases from abroad,Medical use,Dollars,81,millions,6,0
2011,Canada,2016A000011124,Illegal purchases from abroad,Non-medical use,Dollars,81,millions,6,350
2011,Canada,2016A000011124,Dealer margin,Medical use,Dollars,81,millions,6,0
2011,Canada,2016A000011124,Dealer margin,Non-medical use,Dollars,81,millions,6,1545
2011,Canada,2016A000011124,Total use,Medical use,Dollars,81,millions,6,9
2011,Canada,2016A000011124,Total use,Non-medical use,Dollars,81,millions,6,6188
2011,Canada,2016A000011124,Household final consumption expenditures,Medical use,Dollars,81,millions,6,9
2011,Canada,2016A000011124,Household final consumption expenditures,Non-medical use,Dollars,81,millions,6,5215
2011,Canada,2016A000011124,Illegal sales abroad,Medical use,Dollars,81,millions,6,0
2011,Canada,2016A000011124,Illegal sales abroad,Non-medical use,Dollars,81,millions,6,973
2011,Canada,2016A000011124,Inventories,Medical use,Dollars,81,millions,6,0
2011,Canada,2016A000011124,Inventories,Non-medical use,Dollars,81,millions,6,0
2011,Canada,2016A000011124,Gross domestic product (GDP),Medical use,Dollars,81,millions,6,2
2011,Canada,2016A000011124,Gross domestic product (GDP),Non-medical use,Dollars,81,millions,6,4139
2012,Canada,2016A000011124,Total supply,Medical use,Dollars,81,millions,6,12
2012,Canada,2016A000011124,Total supply,Non-medical use,Dollars,81,millions,6,6644
2012,Canada,2016A000011124,Domestic production,Medical use,Dollars,81,millions,6,12
2012,Canada,2016A000011124,Domestic production,Non-medical use,Dollars,81,millions,6,4614
2012,Canada,2016A000011124,Domestic market production,Medical use,Dollars,81,millions,6,2
2012,Canada,2016A000011124,Domestic market production,Non-medical use,Dollars,81,millions,6,4543
2012,Canada,2016A000011124,Domestic own-use production,Medical use,Dollars,81,millions,6,10
2012,Canada,2016A000011124,Domestic own-use production,Non-medical use,Dollars,81,millions,6,71
2012,Canada,2016A000011124,Illegal purchases from abroad,Medical use,Dollars,81,millions,6,0
2012,Canada,2016A000011124,Illegal purchases from abroad,Non-medical use,Dollars,81,millions,6,371
2012,Canada,2016A000011124,Dealer margin,Medical use,Dollars,81,millions,6,0
2012,Canada,2016A000011124,Dealer margin,Non-medical use,Dollars,81,millions,6,1660
2012,Canada,2016A000011124,Total use,Medical use,Dollars,81,millions,6,12
2012,Canada,2016A000011124,Total use,Non-medical use,Dollars,81,millions,6,6644
2012,Canada,2016A000011124,Household final consumption expenditures,Medical use,Dollars,81,millions,6,12
2012,Canada,2016A000011124,Household final consumption expenditures,Non-medical use,Dollars,81,millions,6,5517
2012,Canada,2016A000011124,Illegal sales abroad,Medical use,Dollars,81,millions,6,0
2012,Canada,2016A000011124,Illegal sales abroad,Non-medical use,Dollars,81,millions,6,1127
2012,Canada,2016A000011124,Inventories,Medical use,Dollars,81,millions,6,0
2012,Canada,2016A000011124,Inventories,Non-medical use,Dollars,81,millions,6,0
2012,Canada,2016A000011124,Gross domestic product (GDP),Medical use,Dollars,81,millions,6,2
2012,Canada,2016A000011124,Gross domestic product (GDP),Non-medical use,Dollars,81,millions,6,4394
2013,Canada,2016A000011124,Total supply,Medical use,Dollars,81,millions,6,18
2013,Canada,2016A000011124,Total supply,Non-medical use,Dollars,81,millions,6,7118
2013,Canada,2016A000011124,Domestic production,Medical use,Dollars,81,millions,6,18
2013,Canada,2016A000011124,Domestic production,Non-medical use,Dollars,81,millions,6,4950
2013,Canada,2016A000011124,Domestic market production,Medical use,Dollars,81,millions,6,3
2013,Canada,2016A000011124,Domestic market production,Non-medical use,Dollars,81,millions,6,4871
2013,Canada,2016A000011124,Domestic own-use production,Medical use,Dollars,81,millions,6,15
2013,Canada,2016A000011124,Domestic own-use production,Non-medical use,Dollars,81,millions,6,78
2013,Canada,2016A000011124,Illegal purchases from abroad,Medical use,Dollars,81,millions,6,0
2013,Canada,2016A000011124,Illegal purchases from abroad,Non-medical use,Dollars,81,millions,6,389
2013,Canada,2016A000011124,Dealer margin,Medical use,Dollars,81,millions,6,0
2013,Canada,2016A000011124,Dealer margin,Non-medical use,Dollars,81,millions,6,1779
2013,Canada,2016A000011124,Total use,Medical use,Dollars,81,millions,6,18
2013,Canada,2016A000011124,Total use,Non-medical use,Dollars,81,millions,6,7118
2013,Canada,2016A000011124,Household final consumption expenditures,Medical use,Dollars,81,millions,6,18
2013,Canada,2016A000011124,Household final consumption expenditures,Non-medical use,Dollars,81,millions,6,5826
2013,Canada,2016A000011124,Illegal sales abroad,Medical use,Dollars,81,millions,6,0
2013,Canada,2016A000011124,Illegal sales abroad,Non-medical use,Dollars,81,millions,6,1292
2013,Canada,2016A000011124,Inventories,Medical use,Dollars,81,millions,6,0
2013,Canada,2016A000011124,Inventories,Non-medical use,Dollars,81,millions,6,0
2013,Canada,2016A000011124,Gross domestic product (GDP),Medical use,Dollars,81,millions,6,4
2013,Canada,2016A000011124,Gross domestic product (GDP),Non-medical use,Dollars,81,millions,6,4714
2014,Canada,2016A000011124,Total supply,Medical use,Dollars,81,millions,6,41
2014,Canada,2016A000011124,Total supply,Non-medical use,Dollars,81,millions,6,7139
2014,Canada,2016A000011124,Domestic production,Medical use,Dollars,81,millions,6,38
2014,Canada,2016A000011124,Domestic production,Non-medical use,Dollars,81,millions,6,4964
2014,Canada,2016A000011124,Domestic market production,Medical use,Dollars,81,millions,6,22
2014,Canada,2016A000011124,Domestic market production,Non-medical use,Dollars,81,millions,6,4883
2014,Canada,2016A000011124,Domestic own-use production,Medical use,Dollars,81,millions,6,15
2014,Canada,2016A000011124,Domestic own-use production,Non-medical use,Dollars,81,millions,6,81
2014,Canada,2016A000011124,Illegal purchases from abroad,Medical use,Dollars,81,millions,6,0
2014,Canada,2016A000011124,Illegal purchases from abroad,Non-medical use,Dollars,81,millions,6,390
2014,Canada,2016A000011124,Dealer margin,Medical use,Dollars,81,millions,6,4
2014,Canada,2016A000011124,Dealer margin,Non-medical use,Dollars,81,millions,6,1784
2014,Canada,2016A000011124,Total use,Medical use,Dollars,81,millions,6,41
2014,Canada,2016A000011124,Total use,Non-medical use,Dollars,81,millions,6,7139
2014,Canada,2016A000011124,Household final consumption expenditures,Medical use,Dollars,81,millions,6,41
2014,Canada,2016A000011124,Household final consumption expenditures,Non-medical use,Dollars,81,millions,6,5844
2014,Canada,2016A000011124,Illegal sales abroad,Medical use,Dollars,81,millions,6,0
2014,Canada,2016A000011124,Illegal sales abroad,Non-medical use,Dollars,81,millions,6,1295
2014,Canada,2016A000011124,Inventories,Medical use,Dollars,81,millions,6,0
2014,Canada,2016A000011124,Inventories,Non-medical use,Dollars,81,millions,6,0
2014,Canada,2016A000011124,Gross domestic product (GDP),Medical use,Dollars,81,millions,6,8
2014,Canada,2016A000011124,Gross domestic product (GDP),Non-medical use,Dollars,81,millions,6,4707
2015,Canada,2016A000011124,Total supply,Medical use,Dollars,81,millions,6,77
2015,Canada,2016A000011124,Total supply,Non-medical use,Dollars,81,millions,6,6989
2015,Canada,2016A000011124,Domestic production,Medical use,Dollars,81,millions,6,69
2015,Canada,2016A000011124,Domestic production,Non-medical use,Dollars,81,millions,6,4860
2015,Canada,2016A000011124,Domestic market production,Medical use,Dollars,81,millions,6,50
2015,Canada,2016A000011124,Domestic market production,Non-medical use,Dollars,81,millions,6,4779
2015,Canada,2016A000011124,Domestic own-use production,Medical use,Dollars,81,millions,6,18
2015,Canada,2016A000011124,Domestic own-use production,Non-medical use,Dollars,81,millions,6,81
2015,Canada,2016A000011124,Illegal purchases from abroad,Medical use,Dollars,81,millions,6,0
2015,Canada,2016A000011124,Illegal purchases from abroad,Non-medical use,Dollars,81,millions,6,382
2015,Canada,2016A000011124,Dealer margin,Medical use,Dollars,81,millions,6,8
2015,Canada,2016A000011124,Dealer margin,Non-medical use,Dollars,81,millions,6,1747
2015,Canada,2016A000011124,Total use,Medical use,Dollars,81,millions,6,77
2015,Canada,2016A000011124,Total use,Non-medical use,Dollars,81,millions,6,6989
2015,Canada,2016A000011124,Household final consumption expenditures,Medical use,Dollars,81,millions,6,77
2015,Canada,2016A000011124,Household final consumption expenditures,Non-medical use,Dollars,81,millions,6,5722
2015,Canada,2016A000011124,Illegal sales abroad,Medical use,Dollars,81,millions,6,0
2015,Canada,2016A000011124,Illegal sales abroad,Non-medical use,Dollars,81,millions,6,1267
2015,Canada,2016A000011124,Inventories,Medical use,Dollars,81,millions,6,0
2015,Canada,2016A000011124,Inventories,Non-medical use,Dollars,81,millions,6,0
2015,Canada,2016A000011124,Gross domestic product (GDP),Medical use,Dollars,81,millions,6,14
2015,Canada,2016A000011124,Gross domestic product (GDP),Non-medical use,Dollars,81,millions,6,4605
2016,Canada,2016A000011124,Total supply,Medical use,Dollars,81,millions,6,278
2016,Canada,2016A000011124,Total supply,Non-medical use,Dollars,81,millions,6,6670
2016,Canada,2016A000011124,Domestic production,Medical use,Dollars,81,millions,6,244
2016,Canada,2016A000011124,Domestic production,Non-medical use,Dollars,81,millions,6,4638
2016,Canada,2016A000011124,Domestic market production,Medical use,Dollars,81,millions,6,209
2016,Canada,2016A000011124,Domestic market production,Non-medical use,Dollars,81,millions,6,4561
2016,Canada,2016A000011124,Domestic own-use production,Medical use,Dollars,81,millions,6,35
2016,Canada,2016A000011124,Domestic own-use production,Non-medical use,Dollars,81,millions,6,77
2016,Canada,2016A000011124,Illegal purchases from abroad,Medical use,Dollars,81,millions,6,0
2016,Canada,2016A000011124,Illegal purchases from abroad,Non-medical use,Dollars,81,millions,6,365
2016,Canada,2016A000011124,Dealer margin,Medical use,Dollars,81,millions,6,33
2016,Canada,2016A000011124,Dealer margin,Non-medical use,Dollars,81,millions,6,1667
2016,Canada,2016A000011124,Total use,Medical use,Dollars,81,millions,6,278
2016,Canada,2016A000011124,Total use,Non-medical use,Dollars,81,millions,6,6670
2016,Canada,2016A000011124,Household final consumption expenditures,Medical use,Dollars,81,millions,6,278
2016,Canada,2016A000011124,Household final consumption expenditures,Non-medical use,Dollars,81,millions,6,5461
2016,Canada,2016A000011124,Illegal sales abroad,Medical use,Dollars,81,millions,6,0
2016,Canada,2016A000011124,Illegal sales abroad,Non-medical use,Dollars,81,millions,6,1209
2016,Canada,2016A000011124,Inventories,Medical use,Dollars,81,millions,6,0
2016,Canada,2016A000011124,Inventories,Non-medical use,Dollars,81,millions,6,0
2016,Canada,2016A000011124,Gross domestic product (GDP),Medical use,Dollars,81,millions,6,49
2016,Canada,2016A000011124,Gross domestic product (GDP),Non-medical use,Dollars,81,millions,6,4392
2017,Canada,2016A000011124,Total supply,Medical use,Dollars,81,millions,6,584
2017,Canada,2016A000011124,Total supply,Non-medical use,Dollars,81,millions,6,6035
2017,Canada,2016A000011124,Domestic production,Medical use,Dollars,81,millions,6,508
2017,Canada,2016A000011124,Domestic production,Non-medical use,Dollars,81,millions,6,4197
2017,Canada,2016A000011124,Domestic market production,Medical use,Dollars,81,millions,6,477
2017,Canada,2016A000011124,Domestic market production,Non-medical use,Dollars,81,millions,6,4127
2017,Canada,2016A000011124,Domestic own-use production,Medical use,Dollars,81,millions,6,31
2017,Canada,2016A000011124,Domestic own-use production,Non-medical use,Dollars,81,millions,6,70
2017,Canada,2016A000011124,Illegal purchases from abroad,Medical use,Dollars,81,millions,6,0
2017,Canada,2016A000011124,Illegal purchases from abroad,Non-medical use,Dollars,81,millions,6,330
2017,Canada,2016A000011124,Dealer margin,Medical use,Dollars,81,millions,6,77
2017,Canada,2016A000011124,Dealer margin,Non-medical use,Dollars,81,millions,6,1508
2017,Canada,2016A000011124,Total use,Medical use,Dollars,81,millions,6,584
2017,Canada,2016A000011124,Total use,Non-medical use,Dollars,81,millions,6,6035
2017,Canada,2016A000011124,Household final consumption expenditures,Medical use,Dollars,81,millions,6,584
2017,Canada,2016A000011124,Household final consumption expenditures,Non-medical use,Dollars,81,millions,6,4941
2017,Canada,2016A000011124,Illegal sales abroad,Medical use,Dollars,81,millions,6,0
2017,Canada,2016A000011124,Illegal sales abroad,Non-medical use,Dollars,81,millions,6,1094
2017,Canada,2016A000011124,Inventories,Medical use,Dollars,81,millions,6,0
2017,Canada,2016A000011124,Inventories,Non-medical use,Dollars,81,millions,6,0
2017,Canada,2016A000011124,Gross domestic product (GDP),Medical use,Dollars,81,millions,6,102
2017,Canada,2016A000011124,Gross domestic product (GDP),Non-medical use,Dollars,81,millions,6,3974
2018,Canada,2016A000011124,Total supply,Medical use,Dollars,81,millions,6,1758
2018,Canada,2016A000011124,Total supply,Non-medical use,Dollars,81,millions,6,6099
2018,Canada,2016A000011124,Domestic production,Medical use,Dollars,81,millions,6,1601
2018,Canada,2016A000011124,Domestic production,Non-medical use,Dollars,81,millions,6,4286
2018,Canada,2016A000011124,Domestic market production,Medical use,Dollars,81,millions,6,1577
2018,Canada,2016A000011124,Domestic market production,Non-medical use,Dollars,81,millions,6,4215
2018,Canada,2016A000011124,Domestic own-use production,Medical use,Dollars,81,millions,6,24
2018,Canada,2016A000011124,Domestic own-use production,Non-medical use,Dollars,81,millions,6,71
2018,Canada,2016A000011124,Illegal purchases from abroad,Medical use,Dollars,81,millions,6,0
2018,Canada,2016A000011124,Illegal purchases from abroad,Non-medical use,Dollars,81,millions,6,325
2018,Canada,2016A000011124,Dealer margin,Medical use,Dollars,81,millions,6,158
2018,Canada,2016A000011124,Dealer margin,Non-medical use,Dollars,81,millions,6,1487
2018,Canada,2016A000011124,Total use,Medical use,Dollars,81,millions,6,1758
2018,Canada,2016A000011124,Total use,Non-medical use,Dollars,81,millions,6,6099
2018,Canada,2016A000011124,Household final consumption expenditures,Medical use,Dollars,81,millions,6,766
2018,Canada,2016A000011124,Household final consumption expenditures,Non-medical use,Dollars,81,millions,6,4984
2018,Canada,2016A000011124,Illegal sales abroad,Medical use,Dollars,81,millions,6,0
2018,Canada,2016A000011124,Illegal sales abroad,Non-medical use,Dollars,81,millions,6,1115
2018,Canada,2016A000011124,Inventories,Medical use,Dollars,81,millions,6,992
2018,Canada,2016A000011124,Inventories,Non-medical use,Dollars,81,millions,6,0
2018,Canada,2016A000011124,Gross domestic product (GDP),Medical use,Dollars,81,millions,6,645
2018,Canada,2016A000011124,Gross domestic product (GDP),Non-medical use,Dollars,81,millions,6,4054
